name,cuisine,category,tags,prepTime,cookTime,servings,description,pro_tip,ingredients,instructions,cal,protein,carbs,fat,fiber,allergens,status,name_en,lang
Boeuf Bourguignon,French,Dinner,slow-cook;premium,20,150,6,Músculo bovino braseado lentamente no vinho Borgonha com cogumelos e cebolas pérola.,Passe o beef em seasoned flour antes de dourar para obter uma textura sedosa.,1.2 kg Beef Chuck | 500 ml Burgundy Wine | 150 g Lardons | 250 g Mushrooms | 200 g Pearl Onions | 3 whole Carrot | 4 cloves Garlic | 2 tbsp Tomato Paste | 4 sprigs Thyme | 60 g Butter,"Doure o beef em levas. Frite os lardons e os vegetables. (15 min) | Adicione o tomato paste, o wine, o garlic e as herbs. Retorne o beef. | Braseie tampado a 160°C por 2,5 horas. (150 min) | Refogue os mushrooms e as onions na butter. Adicione ao ensopado. (8 min) | Descanse por 15 min. Sirva com crusty bread.",520,44,12,24,3,gluten;dairy,Updated,Beef Bourguignon,pt_BR
Confit de Pato,French,Dinner,slow-cook;premium,15,180,4,Coxas de pato curadas em sal e ervas e depois cozidas lentamente na própria gordura.,Adicione um único star anise à cura para uma profundidade aromática especial.,4 whole Duck Legs | 500 g Duck Fat | 6 cloves Garlic | 6 sprigs Thyme | 3 whole Bay Leaf | 2 tbsp Sea Salt | 1 tsp Black Pepper,"Esfregue o duck com salt, pepper, garlic e herbs. Cure na geladeira por 24 horas. (1440 min) | Derreta o duck fat em uma panela funda. Submerja as duck legs. | Cozinhe a 90°C por 2,5 a 3 horas até a carne se soltar do osso. (165 min) | Retire e crispe a skin em uma frigideira quente por 5 min antes de servir. (5 min)",580,44,0,44,0,,Updated,Duck Confit,pt_BR
Steak Frites,French,Dinner,quick;classic,5,15,4,Steak entrecôte com molho béarnaise e frites crocantes cortadas à mão.,Adicione uma etapa de banho de manteiga com aromáticos durante o selamento final do steak para maior profundidade de sabor e crosta superior.,800 g Entrecôte Steak | 800 g Potatoes | 40 g Butter | 15 g Tarragon | 2 whole Shallot | 3 whole Egg Yolks | 2 tbsp White Wine Vinegar | 150 g Clarified Butter,"Corte as potatoes em frites. Frite a 150°C por 5 min, escorra. Frite novamente a 190°C por 3 min. (10 min) | Prepare o béarnaise: reduza o vinegar com shallot e tarragon. Bata com egg yolks sobre bain-marie. Emulsifique com clarified butter. (12 min) | Tempere e grelhe o steak por 3 min de cada lado ao ponto mal passado. (6 min) | Descanse por 5 min. Sirva com frites e béarnaise. (5 min)",720,46,38,42,4,dairy;eggs,Updated,Steak Frites,pt_BR
Crème Brûlée,French,Dessert,make-ahead;vegetarian,15,45,6,Creme de baunilha sedoso sob uma fina e crocante crosta de açúcar caramelizado.,Garanta um resfriamento de 24 horas para uma consistência mais firme antes de caramelizar o açúcar.,600 ml Heavy Cream | 6 whole Egg Yolks | 100 g Sugar | 1 whole Vanilla Bean | 4 tbsp Demerara Sugar,Aqueça o cream com o split vanilla bean até quase ferver. | Bata as yolks com o sugar até ficarem claras. Adicione o hot cream aos poucos. | Coe nos ramekins. Asse em banho-maria a 150°C por 35 a 40 min. (38 min) | Resfrie por 4 horas ou mais. (240 min) | Polvilhe o demerara sugar e use o maçarico até rachar. (2 min),380,6,24,28,0,dairy;eggs,Updated,Crème Brûlée,pt_BR
Quiche Lorraine,French,Lunch,vegetarian;make-ahead,20,45,6,"Massa folhada amanteigada recheada com lardons, ovos, creme e Gruyère. A massa folhada pronta funciona bem — ou prepare do zero: misture butter gelada na flour, adicione iced water, leve à geladeira por 30 min antes de abrir.","Deixe a mistura de eggs e cream descansar por 30 minutos para eliminar bolhas, garantindo um acabamento vítreo no creme final.",300 g Shortcrust Pastry | 150 g Lardons | 150 g Gruyère | 4 whole Eggs | 300 ml Heavy Cream | 0.25 tsp Nutmeg,"Asse a pastry shell às cegas a 190°C por 15 min. (15 min) | Espalhe os lardons e o Gruyère na shell. | Bata os eggs com o cream, nutmeg e temperos. Despeje. | Asse a 180°C por 30 min até firmar levemente com um leve tremido. (30 min)",480,18,24,34,1,gluten;dairy;eggs,Updated,Quiche Lorraine,pt_BR
Ratatouille,French,Side,vegan;gluten-free,20,50,4,Tian provençal de legumes assados lentamente com herbes de Provence.,Finalize com azeite extravirgem de alta qualidade e flor de sal Maldon para elevar o perfil de sabor final.,2 whole Courgette | 1 whole Aubergine | 4 whole Tomatoes | 2 whole Bell Pepper | 1 whole Onion | 4 cloves Garlic | 2 tsp Herbes de Provence | 4 tbsp Olive Oil,Fatie todos os vegetables em rodelas. Refogue a onion e o garlic. (5 min) | Espalhe a onion em uma assadeira. Disponha os vegetables em camadas sobrepostas em círculos. | Regue com oil e espalhe as herbs. | Cubra com foil. Asse a 180°C por 40 min. (40 min) | Descubra e asse por mais 10 min. (10 min),160,4,18,8,6,,Updated,Ratatouille,pt_BR
Crêpes Suzette,French,Dessert,vegetarian;impressive,15,15,4,"Crêpes finíssimas em uma manteiga quente de laranja e Grand Marnier, flambadas à mesa.",Adicione um toque de Cognac ao Grand Marnier para um acabamento aromático mais complexo.,150 g Flour | 3 whole Eggs | 350 ml Milk | 60 g Butter | 3 whole Orange | 60 ml Grand Marnier | 3 tbsp Sugar,"Prepare a massa das crêpes: bata a flour, os eggs, o milk e a melted butter. Descanse por 30 min. (30 min) | Cozinhe crêpes finas em uma frigideira com butter. Dobre em quartos. (10 min) | Prepare o molho: derreta a butter com o sugar, o orange juice e a zest. Adicione as crêpes. | Despeje o Grand Marnier e flambe. (1 min)",320,8,40,12,2,gluten;dairy;eggs,Updated,Crêpes Suzette,pt_BR
Escargot de Bourgogne,French,Appetizer,premium;gluten-free,15,15,4,Caracóis da Borgonha assados nas conchas com manteiga de alho e salsinha.,Adicione um toque de Pernod para complexidade aromática e sirva sobre sal grosso para estabilizar as conchas e reter o calor.,24 whole Snails | 150 g Butter | 4 cloves Garlic | 20 g Parsley | 2 whole Shallot | 2 tbsp White Wine | 0.5 tsp Salt,"Misture a softened butter com garlic, shallot, parsley e wine. | Coloque um snail em cada shell. Preencha com a compound butter. | Asse a 220°C por 8 a 10 min até a manteiga borbulhar e dourar. (9 min) | Sirva imediatamente com crusty baguette.",280,10,2,26,0,dairy,Updated,Escargot de Bourgogne,pt_BR
Bullabessa,French,Dinner,seafood;premium,20,45,4,Ensopado de peixe marselhês com açafrão e croûtons cobertos de rouille.,Emulsione o caldo com azeite de oliva extra virgem durante uma fervura intensa para obter a textura característica.,400 g Monkfish | 400 g Mussels | 300 g Prawns | 200 g Clams | 1 whole Fennel | 0.5 g Saffron | 400 g Tomatoes | 4 cloves Garlic | 2 strips Orange Peel | 100 ml Rouille | 1 whole Baguette,"Refogue fennel e garlic. Adicione tomatoes, saffron e orange peel. (8 min) | Adicione 1L de água ou fish stock. Cozinhe em fogo baixo por 15 min. (15 min) | Adicione fish e shellfish na ordem do tempo de cozimento. Cozinhe até todos abrirem. (12 min) | Sirva o caldo em tigelas com o fish ao lado. Cubra os croûtons com rouille.",420,46,18,14,4,gluten;shellfish;fish;eggs,Updated,Bouillabaisse,pt_BR
Linguado à Meunière,French,Dinner,quick;gluten-free,5,10,4,Linguado coberto de farinha e frito na manteiga dourada com limão.,Finalize com uma pitada de fleur de sel e micro-salsinha para atingir os padrões de apresentação de cinco estrelas.,4 fillets Dover Sole | 120 g Butter | 3 whole Lemon | 15 g Parsley | 3 tbsp Flour,Envolva o sole levemente em flour. Tempere. | Frite em clarified butter por 3 min de cada lado até dourar. (6 min) | Retire o fish. Adicione o restante do butter à frigideira até ficar marrom-avelã e aromático. (2 min) | Adicione lemon juice e parsley. Despeje sobre o fish imediatamente.,340,36,6,18,0,gluten;dairy;fish,Updated,Sole Meunière,pt_BR
Cassoulet,French,Dinner,slow-cook;freezer-friendly,20,180,6,Cassarola de white bean e duck confit com Toulouse sausage — o prato da Languedoc.,Incorpore duck fat derretida ao processo de cozimento dos beans para um acabamento digno de Michelin.,400 g White Beans | 4 legs Duck Confit | 400 g Toulouse Sausage | 300 g Pork Belly | 400 g Tomatoes | 1 whole Onion | 4 cloves Garlic | 4 sprigs Thyme | 2 whole Bay Leaf | 80 g Breadcrumbs,"Deixe os beans de molho durante a noite. Cozinhe até ficarem macios, 45 min. (45 min) | Doure todas as meats separadamente. | Faça camadas de beans e meats em uma cassole. Cubra com tomato broth. | Asse sem tampa a 160°C por 2 horas, quebrando a crosta e adicionando broth a cada 30 min. (120 min) | Finalize com crosta de breadcrumb, asse por 15 min até dourar. (15 min)",580,44,38,26,12,gluten,Updated,Cassoulet,pt_BR
Tarte Tatin,French,Dessert,vegetarian;baking,20,35,8,Torta de maçã caramelizada de cabeça para baixo com massa folhada amanteigada. Massa folhada industrializada é o padrão — ou prepare do zero dobrando butter na massa de flour 6 vezes com períodos de descanso entre cada dobra.,Reduza os sucos das apples após o assamento para criar uma glaçagem concentrada com acabamento profissional e brilho espelhado.,1 kg Apples | 300 g Puff Pastry | 80 g Butter | 150 g Sugar | 200 ml Crème Fraîche,"Derreta butter e sugar em uma frigideira que possa ir ao forno até formar caramelo âmbar. (8 min) | Arranje as apples cortadas ao meio firmemente no caramel. | Cubra as apples com puff pastry, tucando as bordas para dentro. | Asse a 200°C por 25 min até a pastry dourar. (25 min) | Espere 5 min, então vire em um prato. Sirva com crème fraîche. (5 min)",380,3,54,18,3,gluten;dairy,Updated,Tarte Tatin,pt_BR
Vichyssoise,French,Lunch,vegetarian;make-ahead;gluten-free,15,30,4,Sopa gelada cremosa de leek e potato — elegante e incrivelmente sedosa.,Adicione um fio de lemon juice ou uma gota de white wine vinegar antes de servir para cortar a gordura e realçar o paladar.,4 whole Leeks | 400 g Potatoes | 200 ml Heavy Cream | 40 g Butter | 700 ml Chicken Broth | 15 g Chives,Refogue leeks fatiados em butter até amaciar. (8 min) | Adicione potato em cubos e broth. Cozinhe em fogo baixo por 20 min. (20 min) | Bata até obter textura muito lisa. Adicione cream. | Resfrie completamente. (120 min) | Sirva frio com chives por cima.,300,6,22,20,3,dairy,Updated,Vichyssoise,pt_BR
Ilha Flutuante,French,Dessert,vegetarian;gluten-free,20,20,4,Ilhas de merengue macio flutuando sobre crème anglaise com caramelo.,Incorpore lascas de almond tostadas para criar um contraste de textura essencial aos componentes macios.,6 whole Eggs | 180 g Sugar | 600 ml Milk | 1 whole Vanilla Bean | 80 g Sugar,"Bata as claras (whites) com 120g de sugar até formar picos firmes. | Cozinhe colheradas em milk fervente por 2 min de cada lado. Reserve. (8 min) | Prepare crème anglaise com yolks, milk e 80g de sugar. (8 min) | Prepare caramel com os 60g de sugar restantes e 2 colheres de sopa de water. (4 min) | Distribua crème anglaise nas tigelas, coloque o merengue por cima e regue com caramel.",280,10,42,8,0,dairy;eggs,Updated,Île Flottante,pt_BR
Croissants,French,Breakfast,vegetarian;baking,60,20,8,Massa folhada amanteigada e crocante — o ideal platônico do café da manhã.,Garanta uma temperatura de fermentação final de 26–28°C para evitar que as camadas internas de butter derretam antes do assamento.,500 g Bread Flour | 280 g Butter | 200 ml Milk | 50 g Sugar | 7 g Yeast | 10 g Salt | 1 whole Egg,"Prepare uma massa com flour, milk, sugar, yeast e salt. Leve à geladeira durante a noite. (480 min) | Lamine com cold butter: dobre e abra a massa 3 vezes com descansos de 30 min entre cada dobra. (90 min) | Abra a massa, corte em triângulos e enrole em formato de crescente. | Deixe fermentar por 2 horas até inflar. (120 min) | Pincele com egg wash. Asse a 200°C por 18 min até dourar bem. (18 min)",320,7,34,18,1,gluten;dairy;eggs,Updated,Croissants,pt_BR
Suflê de Queijo,French,Dinner,vegetarian;impressive,15,30,4,Suflê de queijo assado leve como nuvem — sirva imediatamente à mesa.,Reduza a temperatura para 175°C para obter um crescimento mais uniforme e estável.,5 whole Eggs | 120 g Gruyère | 40 g Butter | 30 g Flour | 250 ml Milk | 1 tsp Dijon Mustard | 30 g Parmesan,"Prepare um béchamel com butter, flour e milk. Adicione Gruyère e mustard. | Bata as egg whites até formar picos firmes. | Bata as yolks no molho. Incorpore as whites em três adições. | Despeje em ramekins untados com butter e polvilhados com Parmesan. | Asse a 190°C por 12 min — não abra o forno! (12 min)",320,18,12,22,1,gluten;dairy;eggs,Updated,Soufflé au Fromage,pt_BR
Magret de Canard,French,Dinner,premium;gluten-free,5,20,4,"Peito de pato com cortes na pele e selado na frigideira para derreter a gordura, servido com molho de cereja.",Descarte o excesso de gordura derretida antes de deglaçar para evitar um molho gorduroso.,4 whole Duck Breast | 80 ml Cherry Jam | 150 ml Red Wine | 3 sprigs Thyme | 2 whole Shallot | 30 g Butter,"Faça cortes em xadrez na pele do duck. Tempere generosamente. | Comece com a pele voltada para baixo em uma frigideira fria. Derreta a gordura em fogo médio por 10 min. (10 min) | Vire e cozinhe por 4 min para ponto mal-passado. (4 min) | Deixe descansar por 10 min. (10 min) | Prepare o molho: deglaçe com wine, adicione shallot, thyme e cherry jam. Finalize com butter. (6 min) | Fatie finamente e sirva com o molho.",460,42,12,26,1,dairy,Updated,Magret de Canard,pt_BR
Mousse au Chocolat,French,Dessert,vegetarian;gluten-free;make-ahead,20,0,6,Mousse de chocolate amargo rica e aerada — perfeição em sua forma mais simples.,Incorpore uma colher de chá de espresso powder e finalize com fleur de sel para um toque moderno e complexo.,200 g Dark Chocolate | 5 whole Eggs | 60 g Sugar | 40 g Butter | 1 pinch Pinch of Salt,Derreta o chocolate com butter. Deixe esfriar levemente. | Separe os eggs. Bata as yolks com sugar até ficarem claras e cremosas. | Incorpore o chocolate à mistura de yolks. | Bata as whites com salt até formar picos firmes. | Incorpore as whites ao chocolate em três adições. | Leve à geladeira por 4+ horas. (240 min),300,8,28,18,2,dairy;eggs,Updated,Mousse au Chocolat,pt_BR
Pâté de Campagne,French,Appetizer,make-ahead,30,90,8,"Terrine rústica de campo com fígado de porco, paleta de porco e aromáticos.",Reduza o forno para 145°C para um acabamento mais sedoso e incorpore um fio de creme de leite fresco para melhor retenção de umidade.,300 g Pork Liver | 400 g Pork Shoulder | 150 g Lardons | 3 whole Shallot | 3 cloves Garlic | 3 tbsp Cognac | 4 sprigs Thyme | 0.5 tsp Allspice | 2 whole Egg,"Moa o liver e o pork juntos grosseiramente. | Misture com shallot, garlic, cognac, thyme, allspice e eggs. | Pressione em uma terrine forrada com lardons. | Asse em banho-maria a 160°C por 80 min. (80 min) | Pressione com pesos. Leve à geladeira por uma noite. (480 min) | Sirva fatiado com cornichons e pão crocante.",320,26,4,22,1,gluten;eggs,Updated,Pâté de Campagne,pt_BR
Mille-Feuille,French,Dessert,vegetarian;baking,30,20,8,Massa folhada crocante em camadas com creme de confeiteiro de baunilha e cobertura de fondant. A massa folhada industrializada é o padrão — ou faça do zero dobrando manteiga na massa de farinha 6 vezes com períodos de descanso entre cada dobra.,Caramelize as camadas de massa folhada com açúcar de confeiteiro antes da montagem para criar uma barreira contra umidade e intensificar a crocância.,400 g Puff Pastry | 5 whole Egg Yolks | 120 g Sugar | 40 g Flour | 500 ml Milk | 1 whole Vanilla Bean | 100 g Powdered Sugar | 40 g Dark Chocolate,"Asse as folhas de puff pastry a 200°C até dourar. Pressione para achatar. (18 min) | Prepare o creme de confeiteiro com yolks, sugar, flour e milk. (10 min) | Corte a massa em três camadas iguais. | Monte em camadas: folha de massa, creme de confeiteiro, folha de massa, creme de confeiteiro, folha de massa final. | Cubra o topo com fondant e faça linhas de chocolate para o padrão marmorizado.",420,8,54,20,1,gluten;dairy;eggs,Updated,Mille-Feuille,pt_BR
Salade Niçoise,French,Lunch,gluten-free;healthy,15,10,4,"Salada de atum, vagem, batata, ovo, azeitona e anchova com vinagrete de mostarda.",Finalize com fleur de sel e pimenta-branca moída na hora para realçar a doçura das vagens branqueadas.,300 g Tuna | 200 g Green Beans | 300 g Potatoes | 4 whole Eggs | 3 whole Tomatoes | 80 g Olives | 8 fillets Anchovies | 1 tsp Dijon Mustard | 2 tbsp Red Wine Vinegar | 4 tbsp Olive Oil,"Cozinhe as potatoes e os eggs separadamente. Branqueie as green beans. (15 min) | Prepare o vinagrete: bata a mustard, o vinegar e o olive oil. | Disponha todos os ingredientes em uma travessa. | Regue com o vinagrete. Finalize com as anchovies.",380,30,22,20,5,fish;eggs,Updated,Salade Niçoise,pt_BR
Gratin Dauphinois,French,Side,vegetarian;comfort,15,60,6,Batatas fatiadas finamente assadas com creme de leite e Gruyère até dourar.,Infuse o cream com garlic amassado e thyme em fogo baixo antes da montagem para um perfil mais sofisticado.,1 kg Waxy Potatoes | 400 ml Heavy Cream | 150 g Gruyère | 2 cloves Garlic | 30 g Butter | 0.25 tsp Nutmeg,"Esfregue o refratário com garlic e depois com butter. | Faça camadas de fatias de potato, temperos e cream. | Cubra com Gruyère e uma pitada de nutmeg ralada. | Asse a 170°C por 55–60 min até as batatas ficarem macias e o topo dourado. (58 min)",380,10,34,22,3,dairy,Updated,Gratin Dauphinois,pt_BR
Blanquette de Veau,French,Dinner,slow-cook;comfort,20,80,4,Vitela em molho branco cremoso com cogumelos e cebolas miúdas.,Aromatize o líquido de cozimento com white peppercorns e um fio de Sauvignon Blanc para mais profundidade de sabor.,800 g Veal Shoulder | 200 g Mushrooms | 150 g Pearl Onions | 200 ml Heavy Cream | 2 whole Egg Yolks | 1 whole Lemon | 2 whole Carrot | 1 whole Bouquet Garni | 2 tbsp Flour | 60 g Butter,"Branqueie o veal por 5 min. Escorra. Cozinhe em água fresca com carrot e bouquet garni por 60 min. (65 min) | Refogue os mushrooms e as pearl onions na butter. (5 min) | Prepare o velouté com butter, flour e 500ml do líquido de cozimento. (8 min) | Adicione o cream e as egg yolks. Não deixe ferver. | Combine o veal, os legumes e o molho. Acrescente lemon juice.",440,40,10,26,3,gluten;dairy;eggs,Updated,Blanquette de Veau,pt_BR
Moules Marinières,French,Appetizer,quick;seafood,5,15,4,"Mexilhões cozidos no vapor com vinho branco, cebolas e salsinha.",Finalize com um fio de lemon e monter au beurre com cubos de manteiga gelada para criar uma emulsão brilhante de nível profissional.,1.5 kg Mussels | 200 ml White Wine | 3 whole Shallot | 3 cloves Garlic | 60 g Butter | 20 g Parsley | 100 ml Cream,Esfregue e remova os filamentos dos mussels. Descarte os que permanecerem abertos. | Refogue o shallot e o garlic na butter até amolecer. (4 min) | Adicione o wine e os mussels. Tampe e cozinhe por 4–5 min até todos abrirem. (5 min) | Incorpore o cream. Espalhe a parsley. | Sirva imediatamente com pão crocante e o caldo do cozimento.,280,22,6,14,1,dairy;shellfish,Updated,Moules Marinières,pt_BR
Tarte Flambée (Flammkuchen),French,Dinner,quick;vegetarian,20,12,4,"Torta alsaciana de massa fina com crème fraîche, cebola e lardons.",Finalize com uma pitada de fresh nutmeg ralada na hora e uma moagem de Tellicherry black pepper após o assamento para complexidade aromática.,400 g Pizza-Style Dough | 200 g Crème Fraîche | 2 whole Onion | 150 g Lardons | 0.25 tsp Nutmeg,"Prepare a massa: misture 250g de plain flour, ½ colher de chá de salt, 125ml de water e 2 colheres de sopa de olive oil. Sove por 3 min até ficar lisa. Descanse por 20 min. Ou use massa de pizza industrializada aberta bem fininha. (20 min) | Abra a massa o mais fina possível. | Espalhe o crème fraîche e tempere com nutmeg. | Cubra com sliced onion e lardons. | Asse a 250°C por 10–12 min até as bordas dourarem. (11 min) | Sirva imediatamente, cortada em retângulos.",380,14,38,20,2,gluten;dairy,Updated,Tarte Flambée (Flammkuchen),pt_BR
Clafoutis,French,Dessert,vegetarian;gluten-free,10,40,6,Cerejas assadas em uma massa espessa e cremosa — um clássico de verão da região de Limousin.,"Substitua 100ml do milk por heavy cream para obter uma textura de creme mais sedosa, digna de restaurante estrelado.",500 g Cherries | 4 whole Eggs | 300 ml Milk | 100 g Sugar | 80 g Flour | 30 g Butter | 1 tsp Vanilla,"Retire os caroços das cherries (ou deixe-os, como manda a tradição). Unte um refratário com butter e adicione as cherries. | Bata os eggs, o milk, o sugar, a flour e a vanilla até obter uma mistura lisa. | Despeje a massa sobre as cherries. | Asse a 180°C por 35–40 min até crescer e dourar. (38 min) | Polvilhe com powdered sugar. Sirva morno.",280,9,42,8,2,gluten;dairy;eggs,Updated,Clafoutis,pt_BR
Gratin de Couve-Flor,French,Side,vegetarian;comfort,10,35,4,Couve-flor assada em molho béchamel com Gruyère até dourar e borbulhar.,Substitua o cozimento no vapor por assar com garlic e thyme para concentrar o sabor e eliminar o excesso de umidade.,1 whole Cauliflower | 150 g Gruyère | 40 g Butter | 30 g Flour | 400 ml Milk | 1 tsp Dijon Mustard | 0.25 tsp Nutmeg,"Cozinhe no vapor os cauliflower florets por 5 min. Disponha em um refratário. (5 min) | Prepare o béchamel com butter, flour e milk. Adicione mustard, nutmeg e metade do cheese. | Despeje o molho sobre a cauliflower. Cubra com o cheese restante. | Asse a 200°C por 25 min até dourar. (25 min)",300,14,16,20,4,gluten;dairy,Updated,Gratin de Chou-fleur,pt_BR
Pot-au-Feu,French,Dinner,slow-cook;gluten-free,15,120,6,"O grande prato francês de carnes cozidas — carne bovina, tutanos e legumes de inverno.",Prolongue o cozimento do beef por 4 horas e adicione um bouquet garni para maior complexidade de sabor.,800 g Beef Brisket | 4 whole Marrow Bones | 4 whole Carrot | 3 whole Leek | 3 stalks Celery | 2 whole Turnip | 1 whole Onion | 3 whole Cloves | 2 whole Bay Leaf | 20 whole Cornichons,"Espete o onion com cloves. Coloque o brisket, os marrow bones, o onion, o celery e as herbs em uma panela grande. | Cubra com cold water. Leve lentamente à fervura, retirando a espuma. | Cozinhe em fogo baixo por 90 min. (90 min) | Adicione as carrots, os leeks e os turnips. Cozinhe por mais 30 min até todos os legumes ficarem macios. (30 min) | Sirva o caldo como entrada. Em seguida, sirva as carnes e os legumes com cornichons e mustard.",480,44,14,26,4,,Updated,Pot-au-Feu,pt_BR
Paella Valenciana,Spanish,Dinner,family-friendly;crowd-pleaser,20,40,6,"A autêntica paella valenciana com frango, coelho e vagem.",Torre levemente os filamentos de açafrão para amplificar as notas florais antes de incorporá-los.,400 g Bomba Rice | 600 g Chicken | 400 g Rabbit | 150 g Green Beans | 100 g Butter Beans | 0.5 g Saffron | 1 tsp Smoked Paprika | 2 whole Tomato | 1 l Chicken Broth | 4 tbsp Olive Oil,"Doure a carne em olive oil na paella pan. (10 min) | Adicione tomato e paprika. Cozinhe por 3 min. (3 min) | Adicione o rice, mexa para envolver. Acrescente o caldo com saffron. (2 min) | Distribua as beans. Não mexa mais. Cozinhe em fogo médio por 18 min. (18 min) | Deixe descansar sem tampa por 5 min para formar a crosta socarrat. (5 min)",580,40,54,20,5,dairy,Updated,Paella Valenciana,pt_BR
Gazpacho,Spanish,Lunch,vegan;gluten-free;make-ahead,15,0,4,Sopa fria de vegetais crus batidos — o sabor da Andaluzia no verão.,Finalize com um fio de olive oil Arbequina para um aroma delicado e frutado.,1 kg Ripe Tomatoes | 1 whole Cucumber | 1 whole Red Pepper | 2 cloves Garlic | 3 tbsp Red Wine Vinegar | 80 ml Olive Oil | 60 g Bread | 1 tsp Salt,"Deixe o bread de molho em água. Esprema bem. | Bata todos os vegetables, o bread, o vinegar e o oil até obter uma mistura bem lisa. | Passe por uma peneira. Tempere. | Leve à geladeira por pelo menos 2 horas. (120 min) | Sirva com cucumber, pepper e croutons em cubinhos como guarnição.",180,4,16,12,4,gluten,Updated,Gazpacho,pt_BR
Tortilla Española,Spanish,Lunch,vegetarian,15,25,4,Omelete espanhola grossa com potato e onion cozidos lentamente.,Deixe a mistura de potato e egg descansando por 15 minutos antes de fritar para garantir um interior cremoso e homogêneo.,8 whole Eggs | 600 g Potato | 1 whole Onion | 200 ml Olive Oil | 1 tsp Salt,"Fatie o potato e a onion finamente. Confite lentamente em olive oil a 120°C por 20 min. (20 min) | Escorra, reservando o oil. Deixe esfriar um pouco. | Bata os eggs com salt. Incorpore a mistura de potato. | Cozinhe em uma non-stick pan em fogo médio por 4 min. (4 min) | Vire com um prato. Deslize de volta para a pan. Cozinhe por 3 min. (3 min) | Sirva quente ou em temperatura ambiente.",380,14,28,24,3,eggs,Updated,Tortilla Española,pt_BR
Patatas Bravas,Spanish,Appetizer,vegan,10,30,4,Cubos de potato fritos com molho bravas defumado e aioli.,Comece a fritura com o potato frio ou deixe-o de molho por 24 horas para maximizar a remoção do amido e a crocância final.,800 g Potatoes | 400 g Canned Tomatoes | 2 tsp Smoked Paprika | 0.5 tsp Cayenne | 3 cloves Garlic | 1 tbsp Sherry Vinegar | 100 ml Aioli,"Frite os cubos de potato a 180°C por 15 min até dourar. (15 min) | Prepare o molho bravas: frite o garlic, adicione tomatoes, paprika, cayenne e vinegar. Cozinhe em fogo baixo por 10 min. (12 min) | Bata o molho até ficar liso. | Misture os potatoes com o molho. Sirva com aioli.",320,6,44,14,5,eggs,Updated,Patatas Bravas,pt_BR
Gambas ao Alho,Spanish,Appetizer,quick;gluten-free,5,10,4,"Prawns borbulhando em garlic, chilli e olive oil aromatizado com sherry.",Infuse o oil com as cabeças dos prawns por cinco minutos antes de selar a carne para elevar o sabor do prato.,500 g Tiger Prawns | 6 cloves Garlic | 2 whole Dried Chilli | 100 ml Olive Oil | 3 tbsp Sherry | 15 g Parsley | 1 whole Lemon,"Aqueça o olive oil com garlic e chilli até o garlic dourar. (3 min) | Adicione os prawns. Cozinhe 2 min de cada lado. (4 min) | Adicione o sherry, deixe borbulhar por 30 seg. | Salpique parsley. Sirva borbulhando com crusty bread.",280,24,2,18,1,shellfish,Updated,Gambas al Ajillo,pt_BR
Croquetes de Jamón,Spanish,Appetizer,family-friendly,30,15,6,"Croquetes cremosos de béchamel e jamón, empanados e fritos até dourar.",Infuse o milk com ossos de ham e aromáticos por 20 minutos antes de coar para obter um sabor mais profundo.,150 g Jamón Serrano | 60 g Butter | 80 g Flour | 500 ml Milk | 150 g Breadcrumbs | 3 whole Eggs | 0.25 tsp Nutmeg,"Prepare uma béchamel bem grossa com butter, flour e milk. Adicione jamón em cubinhos e nutmeg. (10 min) | Leve a massa à geladeira por 3+ horas até firmar. (180 min) | Modele em cilindros. Passe no egg e depois no breadcrumbs. | Frite a 180°C por 3 min até dourar. (3 min)",320,14,30,16,1,gluten;dairy;eggs,Updated,Croquetas de Jamón,pt_BR
Polvo à Galega,Spanish,Appetizer,gluten-free,10,50,4,"Polvo cozido à moda galega com paprika defumada, sal marinho e olive oil.",Adicione um toque de sherry vinegar para cortar a riqueza do prato e use flaky sea salt para contraste de textura.,1 kg Octopus | 2 tsp Smoked Paprika | 4 tbsp Olive Oil | 1 tsp Sea Salt | 400 g Potatoes,"Cozinhe o octopus: mergulhe em água fervente 3 vezes, depois cozinhe em fogo baixo por 40 min. (40 min) | Cozinhe os sliced potatoes na mesma água por 10 min. (10 min) | Fatie o octopus em rodelas. | Disponha o potato em uma tábua de madeira e cubra com o octopus. | Regue com olive oil, polvilhe com paprika e sea salt.",280,32,18,8,2,shellfish,Updated,Pulpo a la Gallega,pt_BR
Pão com Tomate,Spanish,Appetizer,vegan;quick,5,5,4,"Pão grelhado esfregado com tomato e garlic, regado com olive oil.",Deixe o Jamón atingir 25°C antes de servir para derreter a gordura intramuscular.,8 slices Rustic Bread | 3 whole Ripe Tomatoes | 2 cloves Garlic | 4 tbsp Olive Oil | 0.5 tsp Sea Salt | 100 g Jamón Ibérico,"Grelhe ou toste as fatias de bread até as bordas ficarem levemente tostadas. (4 min) | Esfregue imediatamente com garlic cortado ao meio e depois com um tomato cortado ao meio, espremendo o suco no bread. | Regue com olive oil e tempere com sea salt. | Cubra com Jamón Ibérico se desejar.",220,8,24,10,3,gluten,Updated,Pan con Tomate,pt_BR
